,input,sensor_type,image_size,resolution_(DPI),nfiq1_quality,nfiq2_quality,minutiae_sourceafis,minutiae_mindtct_m1=0,minutiae_mindtct_m1=1,minutiae_fingerjet
2868,_home_Analise_digitais_2004_DB2_100_100_6,optical sensor Digital Persona,328x364,500,3,11,72,100,100,144
2869,_home_Analise_digitais_2004_DB2_13_13_1,optical sensor Digital Persona,328x364,500,3,7,32,40,40,62
2870,_home_Analise_digitais_2004_DB1_94_94_5,optical sensor CrossMatch,640x480,500,1,54,55,96,96,78
2871,_home_Analise_digitais_2004_DB3_65_65_8,thermal sweeping sensor Atmel,300x480,512,3,34,109,164,164,223
2872,_home_Analise_digitais_2004_DB1_62_62_8,optical sensor CrossMatch,640x480,500,1,38,73,97,97,141
2873,_home_Analise_digitais_2004_DB2_25_25_8,optical sensor Digital Persona,328x364,500,3,47,16,41,41,26
2874,_home_Analise_digitais_2004_DB3_22_22_2,thermal sweeping sensor Atmel,300x480,512,1,46,29,74,74,39
2875,_home_Analise_digitais_2004_DB3_60_60_7,thermal sweeping sensor Atmel,300x480,512,1,45,73,101,101,134
2876,_home_Analise_digitais_2004_DB2_107_107_8,optical sensor Digital Persona,328x364,500,5,3,56,86,86,111
2877,_home_Analise_digitais_2004_DB2_41_41_7,optical sensor Digital Persona,328x364,500,5,3,52,53,53,113
2878,_home_Analise_digitais_2004_DB1_49_49_8,optical sensor CrossMatch,640x480,500,3,34,66,83,83,126
2879,_home_Analise_digitais_2004_DB3_55_55_4,thermal sweeping sensor Atmel,300x480,512,1,46,47,64,64,60
2880,_home_Analise_digitais_2004_DB3_56_56_6,thermal sweeping sensor Atmel,300x480,512,1,57,38,58,58,33
2881,_home_Analise_digitais_2004_DB2_57_57_1,optical sensor Digital Persona,328x364,500,2,17,46,57,57,81
2882,_home_Analise_digitais_2004_DB3_77_77_6,thermal sweeping sensor Atmel,300x480,512,1,55,43,66,66,62
2883,_home_Analise_digitais_2004_DB3_6_6_3,thermal sweeping sensor Atmel,300x480,512,1,57,42,86,86,77
2884,_home_Analise_digitais_2004_DB1_105_105_3,optical sensor CrossMatch,640x480,500,2,42,25,39,39,71
2885,_home_Analise_digitais_2004_DB2_16_16_2,optical sensor Digital Persona,328x364,500,3,19,20,39,39,37
2886,_home_Analise_digitais_2004_DB3_91_91_7,thermal sweeping sensor Atmel,300x480,512,4,16,123,164,164,0
2887,_home_Analise_digitais_2004_DB2_9_9_4,optical sensor Digital Persona,328x364,500,2,47,24,41,41,45
2888,_home_Analise_digitais_2004_DB1_101_101_1,optical sensor CrossMatch,640x480,500,3,22,21,31,31,35
2889,_home_Analise_digitais_2004_DB4_8_8_3,synthetic fingerprint generation,288x384,500,2,42,27,37,37,39
2890,_home_Analise_digitais_2004_DB2_69_69_6,optical sensor Digital Persona,328x364,500,3,33,33,58,58,43
2891,_home_Analise_digitais_2004_DB3_42_42_1,thermal sweeping sensor Atmel,300x480,512,3,21,79,98,98,187
2892,_home_Analise_digitais_2004_DB1_40_40_4,optical sensor CrossMatch,640x480,500,1,38,47,72,72,60
2893,_home_Analise_digitais_2004_DB3_71_71_6,thermal sweeping sensor Atmel,300x480,512,2,21,41,79,79,81
2894,_home_Analise_digitais_2004_DB3_5_5_2,thermal sweeping sensor Atmel,300x480,512,1,52,52,93,93,75
2895,_home_Analise_digitais_2004_DB4_23_23_2,synthetic fingerprint generation,288x384,500,1,6,26,53,53,31
2896,_home_Analise_digitais_2004_DB4_16_16_7,synthetic fingerprint generation,288x384,500,1,58,48,63,63,64
2897,_home_Analise_digitais_2004_DB1_18_18_6,optical sensor CrossMatch,640x480,500,2,42,21,51,51,45
2898,_home_Analise_digitais_2004_DB1_38_38_8,optical sensor CrossMatch,640x480,500,3,31,77,115,115,113
2899,_home_Analise_digitais_2004_DB3_11_11_1,thermal sweeping sensor Atmel,300x480,512,2,42,51,96,96,85
2900,_home_Analise_digitais_2004_DB1_74_74_5,optical sensor CrossMatch,640x480,500,1,47,38,61,61,54
2901,_home_Analise_digitais_2004_DB4_73_73_3,synthetic fingerprint generation,288x384,500,1,41,30,61,61,45
2902,_home_Analise_digitais_2004_DB4_40_40_5,synthetic fingerprint generation,288x384,500,1,39,53,83,83,70
2903,_home_Analise_digitais_2004_DB1_37_37_6,optical sensor CrossMatch,640x480,500,1,30,26,61,61,50
2904,_home_Analise_digitais_2004_DB4_68_68_8,synthetic fingerprint generation,288x384,500,1,34,42,60,60,49
2905,_home_Analise_digitais_2004_DB1_88_88_4,optical sensor CrossMatch,640x480,500,1,67,40,60,60,56
2906,_home_Analise_digitais_2004_DB1_60_60_2,optical sensor CrossMatch,640x480,500,1,52,66,92,92,108
2907,_home_Analise_digitais_2004_DB3_67_67_3,thermal sweeping sensor Atmel,300x480,512,2,47,20,46,46,24
2908,_home_Analise_digitais_2004_DB1_57_57_7,optical sensor CrossMatch,640x480,500,3,23,29,47,47,70
2909,_home_Analise_digitais_2004_DB3_13_13_2,thermal sweeping sensor Atmel,300x480,512,1,55,59,99,99,111
2910,_home_Analise_digitais_2004_DB2_65_65_1,optical sensor Digital Persona,328x364,500,4,5,9,20,20,6
2911,_home_Analise_digitais_2004_DB2_43_43_5,optical sensor Digital Persona,328x364,500,2,39,38,58,58,56
2912,_home_Analise_digitais_2004_DB4_43_43_8,synthetic fingerprint generation,288x384,500,2,43,19,40,40,31
2913,_home_Analise_digitais_2004_DB1_68_68_6,optical sensor CrossMatch,640x480,500,2,40,20,48,48,41
2914,_home_Analise_digitais_2004_DB3_20_20_1,thermal sweeping sensor Atmel,300x480,512,1,44,59,109,109,139
2915,_home_Analise_digitais_2004_DB4_27_27_7,synthetic fingerprint generation,288x384,500,3,12,25,33,33,49
2916,_home_Analise_digitais_2004_DB1_33_33_6,optical sensor CrossMatch,640x480,500,2,47,18,31,31,22
2917,_home_Analise_digitais_2004_DB2_88_88_8,optical sensor Digital Persona,328x364,500,2,22,46,61,61,73
2918,_home_Analise_digitais_2004_DB4_32_32_3,synthetic fingerprint generation,288x384,500,1,48,36,44,44,55
2919,_home_Analise_digitais_2004_DB1_27_27_7,optical sensor CrossMatch,640x480,500,1,52,39,76,76,61
2920,_home_Analise_digitais_2004_DB2_70_70_7,optical sensor Digital Persona,328x364,500,2,46,26,50,50,60
2921,_home_Analise_digitais_2004_DB1_12_12_8,optical sensor CrossMatch,640x480,500,1,40,46,85,85,78
2922,_home_Analise_digitais_2004_DB2_73_73_3,optical sensor Digital Persona,328x364,500,1,50,41,60,60,53
2923,_home_Analise_digitais_2004_DB3_45_45_1,thermal sweeping sensor Atmel,300x480,512,1,41,36,75,75,63
2924,_home_Analise_digitais_2004_DB3_77_77_1,thermal sweeping sensor Atmel,300x480,512,1,53,49,98,98,92
2925,_home_Analise_digitais_2004_DB1_37_37_2,optical sensor CrossMatch,640x480,500,1,35,32,69,69,59
2926,_home_Analise_digitais_2004_DB2_26_26_3,optical sensor Digital Persona,328x364,500,2,32,32,47,47,36
2927,_home_Analise_digitais_2004_DB1_96_96_6,optical sensor CrossMatch,640x480,500,1,37,62,90,90,121
2928,_home_Analise_digitais_2004_DB2_3_3_6,optical sensor Digital Persona,328x364,500,1,27,39,59,59,78
2929,_home_Analise_digitais_2004_DB2_25_25_5,optical sensor Digital Persona,328x364,500,3,47,29,43,43,57
2930,_home_Analise_digitais_2004_DB3_86_86_3,thermal sweeping sensor Atmel,300x480,512,1,52,51,86,86,82
2931,_home_Analise_digitais_2004_DB2_84_84_8,optical sensor Digital Persona,328x364,500,3,17,63,86,86,126
2932,_home_Analise_digitais_2004_DB3_57_57_8,thermal sweeping sensor Atmel,300x480,512,3,25,67,90,90,137
2933,_home_Analise_digitais_2004_DB2_8_8_6,optical sensor Digital Persona,328x364,500,2,26,25,39,39,33
2934,_home_Analise_digitais_2004_DB3_41_41_7,thermal sweeping sensor Atmel,300x480,512,3,26,40,78,78,50
2935,_home_Analise_digitais_2004_DB3_29_29_8,thermal sweeping sensor Atmel,300x480,512,2,27,71,114,114,164
2936,_home_Analise_digitais_2004_DB1_10_10_5,optical sensor CrossMatch,640x480,500,1,49,54,80,80,59
2937,_home_Analise_digitais_2004_DB4_10_10_7,synthetic fingerprint generation,288x384,500,2,46,20,24,24,29
2938,_home_Analise_digitais_2004_DB1_44_44_5,optical sensor CrossMatch,640x480,500,1,51,33,53,53,46
2939,_home_Analise_digitais_2004_DB2_104_104_2,optical sensor Digital Persona,328x364,500,2,41,32,49,49,48
2940,_home_Analise_digitais_2004_DB4_20_20_2,synthetic fingerprint generation,288x384,500,2,42,31,34,34,31
2941,_home_Analise_digitais_2004_DB4_88_88_3,synthetic fingerprint generation,288x384,500,3,4,46,78,78,154
2942,_home_Analise_digitais_2004_DB4_11_11_8,synthetic fingerprint generation,288x384,500,2,15,41,52,52,58
2943,_home_Analise_digitais_2004_DB2_55_55_8,optical sensor Digital Persona,328x364,500,1,35,58,89,89,93
2944,_home_Analise_digitais_2004_DB1_71_71_6,optical sensor CrossMatch,640x480,500,1,50,41,59,59,46
2945,_home_Analise_digitais_2004_DB4_104_104_2,synthetic fingerprint generation,288x384,500,3,36,30,39,39,45
2946,_home_Analise_digitais_2004_DB3_87_87_5,thermal sweeping sensor Atmel,300x480,512,1,37,39,73,73,76
2947,_home_Analise_digitais_2004_DB2_101_101_6,optical sensor Digital Persona,328x364,500,3,43,23,43,43,36
2948,_home_Analise_digitais_2004_DB2_3_3_4,optical sensor Digital Persona,328x364,500,1,40,44,69,69,64
2949,_home_Analise_digitais_2004_DB4_91_91_4,synthetic fingerprint generation,288x384,500,1,41,28,44,44,39
2950,_home_Analise_digitais_2004_DB1_21_21_5,optical sensor CrossMatch,640x480,500,1,47,73,89,89,120
2951,_home_Analise_digitais_2004_DB1_53_53_8,optical sensor CrossMatch,640x480,500,1,42,43,85,85,78
2952,_home_Analise_digitais_2004_DB3_15_15_7,thermal sweeping sensor Atmel,300x480,512,3,41,59,95,95,102
2953,_home_Analise_digitais_2004_DB3_17_17_1,thermal sweeping sensor Atmel,300x480,512,1,56,60,109,109,118
2954,_home_Analise_digitais_2004_DB2_2_2_7,optical sensor Digital Persona,328x364,500,1,51,34,52,52,39
2955,_home_Analise_digitais_2004_DB4_72_72_3,synthetic fingerprint generation,288x384,500,2,41,33,41,41,42
2956,_home_Analise_digitais_2004_DB2_66_66_7,optical sensor Digital Persona,328x364,500,3,2,25,26,26,33
2957,_home_Analise_digitais_2004_DB3_100_100_4,thermal sweeping sensor Atmel,300x480,512,1,35,58,101,101,80
2958,_home_Analise_digitais_2004_DB4_38_38_7,synthetic fingerprint generation,288x384,500,2,26,25,48,48,55
2959,_home_Analise_digitais_2004_DB1_33_33_5,optical sensor CrossMatch,640x480,500,2,52,18,33,33,27
2960,_home_Analise_digitais_2004_DB2_93_93_5,optical sensor Digital Persona,328x364,500,1,38,46,76,76,76
2961,_home_Analise_digitais_2004_DB4_92_92_3,synthetic fingerprint generation,288x384,500,2,15,36,63,63,59
2962,_home_Analise_digitais_2004_DB3_69_69_1,thermal sweeping sensor Atmel,300x480,512,2,34,46,71,71,78
2963,_home_Analise_digitais_2004_DB3_101_101_6,thermal sweeping sensor Atmel,300x480,512,2,41,37,68,68,56
2964,_home_Analise_digitais_2004_DB3_10_10_5,thermal sweeping sensor Atmel,300x480,512,4,17,107,153,153,210
2965,_home_Analise_digitais_2004_DB3_81_81_3,thermal sweeping sensor Atmel,300x480,512,2,49,37,65,65,64
2966,_home_Analise_digitais_2004_DB3_31_31_1,thermal sweeping sensor Atmel,300x480,512,2,40,96,120,120,156
2967,_home_Analise_digitais_2004_DB4_77_77_7,synthetic fingerprint generation,288x384,500,2,22,36,56,56,95
2968,_home_Analise_digitais_2004_DB2_91_91_2,optical sensor Digital Persona,328x364,500,3,19,32,41,41,31
2969,_home_Analise_digitais_2004_DB1_74_74_2,optical sensor CrossMatch,640x480,500,1,50,36,71,71,53
2970,_home_Analise_digitais_2004_DB1_30_30_1,optical sensor CrossMatch,640x480,500,2,29,27,31,31,31
2971,_home_Analise_digitais_2004_DB4_25_25_3,synthetic fingerprint generation,288x384,500,1,42,43,53,53,53
2972,_home_Analise_digitais_2004_DB4_51_51_2,synthetic fingerprint generation,288x384,500,3,25,35,43,43,63
2973,_home_Analise_digitais_2004_DB3_44_44_7,thermal sweeping sensor Atmel,300x480,512,3,35,43,70,70,60
2974,_home_Analise_digitais_2004_DB2_3_3_2,optical sensor Digital Persona,328x364,500,2,14,39,63,63,65
2975,_home_Analise_digitais_2004_DB1_70_70_7,optical sensor CrossMatch,640x480,500,1,50,35,70,70,56
2976,_home_Analise_digitais_2004_DB3_107_107_1,thermal sweeping sensor Atmel,300x480,512,2,40,48,69,69,74
2977,_home_Analise_digitais_2004_DB4_107_107_1,synthetic fingerprint generation,288x384,500,2,47,29,46,46,38
2978,_home_Analise_digitais_2004_DB3_47_47_4,thermal sweeping sensor Atmel,300x480,512,2,30,10,37,37,19
2979,_home_Analise_digitais_2004_DB3_91_91_6,thermal sweeping sensor Atmel,300x480,512,1,41,66,107,107,112
2980,_home_Analise_digitais_2004_DB3_91_91_1,thermal sweeping sensor Atmel,300x480,512,2,28,61,116,116,118
2981,_home_Analise_digitais_2004_DB2_101_101_7,optical sensor Digital Persona,328x364,500,3,31,25,38,38,29
2982,_home_Analise_digitais_2004_DB3_107_107_2,thermal sweeping sensor Atmel,300x480,512,2,49,42,73,73,70
2983,_home_Analise_digitais_2004_DB3_24_24_4,thermal sweeping sensor Atmel,300x480,512,1,39,47,85,85,66
2984,_home_Analise_digitais_2004_DB3_43_43_6,thermal sweeping sensor Atmel,300x480,512,2,43,38,64,64,62
2985,_home_Analise_digitais_2004_DB2_38_38_7,optical sensor Digital Persona,328x364,500,1,38,36,54,54,61
2986,_home_Analise_digitais_2004_DB2_37_37_7,optical sensor Digital Persona,328x364,500,2,45,31,50,50,41
2987,_home_Analise_digitais_2004_DB3_93_93_3,thermal sweeping sensor Atmel,300x480,512,2,47,75,112,112,161
2988,_home_Analise_digitais_2004_DB2_96_96_2,optical sensor Digital Persona,328x364,500,3,1,10,33,33,10
2989,_home_Analise_digitais_2004_DB2_49_49_2,optical sensor Digital Persona,328x364,500,3,4,6,26,26,4
2990,_home_Analise_digitais_2004_DB1_31_31_7,optical sensor CrossMatch,640x480,500,2,33,52,73,73,110
2991,_home_Analise_digitais_2004_DB1_79_79_2,optical sensor CrossMatch,640x480,500,3,12,20,61,61,56
2992,_home_Analise_digitais_2004_DB4_24_24_5,synthetic fingerprint generation,288x384,500,2,36,18,31,31,37
2993,_home_Analise_digitais_2004_DB1_25_25_6,optical sensor CrossMatch,640x480,500,1,45,37,68,68,68
2994,_home_Analise_digitais_2004_DB1_53_53_1,optical sensor CrossMatch,640x480,500,1,39,34,44,44,43
2995,_home_Analise_digitais_2004_DB4_88_88_6,synthetic fingerprint generation,288x384,500,2,14,23,52,52,51
2996,_home_Analise_digitais_2004_DB3_15_15_6,thermal sweeping sensor Atmel,300x480,512,1,45,42,84,84,68
2997,_home_Analise_digitais_2004_DB4_29_29_6,synthetic fingerprint generation,288x384,500,3,17,23,37,37,35
2998,_home_Analise_digitais_2004_DB2_43_43_3,optical sensor Digital Persona,328x364,500,2,39,35,46,46,41
2999,_home_Analise_digitais_2004_DB1_92_92_5,optical sensor CrossMatch,640x480,500,2,51,29,40,40,35
3000,_home_Analise_digitais_2004_DB3_30_30_2,thermal sweeping sensor Atmel,300x480,512,1,49,62,104,104,127
3001,_home_Analise_digitais_2004_DB3_75_75_8,thermal sweeping sensor Atmel,300x480,512,4,33,106,142,142,0
3002,_home_Analise_digitais_2004_DB3_81_81_4,thermal sweeping sensor Atmel,300x480,512,1,54,32,60,60,49
3003,_home_Analise_digitais_2004_DB4_88_88_8,synthetic fingerprint generation,288x384,500,4,5,47,48,48,151
3004,_home_Analise_digitais_2004_DB2_68_68_7,optical sensor Digital Persona,328x364,500,3,11,19,33,33,20
3005,_home_Analise_digitais_2004_DB1_80_80_1,optical sensor CrossMatch,640x480,500,2,5,41,54,54,78
3006,_home_Analise_digitais_2004_DB1_9_9_5,optical sensor CrossMatch,640x480,500,1,45,30,54,54,48
3007,_home_Analise_digitais_2004_DB1_13_13_1,optical sensor CrossMatch,640x480,500,2,50,37,55,55,83
3008,_home_Analise_digitais_2004_DB4_80_80_6,synthetic fingerprint generation,288x384,500,1,34,34,43,43,45
3009,_home_Analise_digitais_2004_DB1_106_106_1,optical sensor CrossMatch,640x480,500,2,43,17,30,30,24
3010,_home_Analise_digitais_2004_DB1_12_12_3,optical sensor CrossMatch,640x480,500,1,42,44,66,66,72
3011,_home_Analise_digitais_2004_DB4_8_8_8,synthetic fingerprint generation,288x384,500,2,43,26,37,37,34
3012,_home_Analise_digitais_2004_DB1_38_38_5,optical sensor CrossMatch,640x480,500,2,48,18,39,39,33
3013,_home_Analise_digitais_2004_DB3_52_52_5,thermal sweeping sensor Atmel,300x480,512,1,56,57,86,86,86
3014,_home_Analise_digitais_2004_DB4_27_27_1,synthetic fingerprint generation,288x384,500,2,30,28,42,42,59
3015,_home_Analise_digitais_2004_DB3_39_39_6,thermal sweeping sensor Atmel,300x480,512,1,59,52,87,87,88
3016,_home_Analise_digitais_2004_DB4_54_54_1,synthetic fingerprint generation,288x384,500,5,7,15,38,38,31
3017,_home_Analise_digitais_2004_DB1_34_34_7,optical sensor CrossMatch,640x480,500,2,59,21,39,39,30
3018,_home_Analise_digitais_2004_DB3_64_64_2,thermal sweeping sensor Atmel,300x480,512,1,54,40,75,75,61
3019,_home_Analise_digitais_2004_DB3_68_68_4,thermal sweeping sensor Atmel,300x480,512,1,51,42,77,77,67
3020,_home_Analise_digitais_2004_DB4_37_37_8,synthetic fingerprint generation,288x384,500,2,31,29,32,32,45
3021,_home_Analise_digitais_2004_DB3_3_3_7,thermal sweeping sensor Atmel,300x480,512,1,54,62,99,99,112
3022,_home_Analise_digitais_2004_DB4_75_75_4,synthetic fingerprint generation,288x384,500,3,22,19,27,27,33
3023,_home_Analise_digitais_2004_DB3_104_104_2,thermal sweeping sensor Atmel,300x480,512,3,40,56,106,106,97
3024,_home_Analise_digitais_2004_DB2_66_66_5,optical sensor Digital Persona,328x364,500,2,42,28,36,36,34
3025,_home_Analise_digitais_2004_DB4_52_52_8,synthetic fingerprint generation,288x384,500,3,25,11,23,23,41
3026,_home_Analise_digitais_2004_DB2_34_34_4,optical sensor Digital Persona,328x364,500,5,17,28,55,55,56
3027,_home_Analise_digitais_2004_DB1_82_82_2,optical sensor CrossMatch,640x480,500,1,6,10,23,23,23
3028,_home_Analise_digitais_2004_DB2_93_93_3,optical sensor Digital Persona,328x364,500,1,33,44,68,68,92
3029,_home_Analise_digitais_2004_DB3_21_21_7,thermal sweeping sensor Atmel,300x480,512,1,43,84,129,129,105
3030,_home_Analise_digitais_2004_DB2_50_50_8,optical sensor Digital Persona,328x364,500,3,24,41,41,41,56
3031,_home_Analise_digitais_2004_DB3_88_88_4,thermal sweeping sensor Atmel,300x480,512,1,32,54,102,102,80
3032,_home_Analise_digitais_2004_DB2_27_27_3,optical sensor Digital Persona,328x364,500,1,53,36,62,62,50
3033,_home_Analise_digitais_2004_DB1_35_35_7,optical sensor CrossMatch,640x480,500,2,44,30,55,55,37
3034,_home_Analise_digitais_2004_DB4_84_84_5,synthetic fingerprint generation,288x384,500,2,52,29,41,41,31
3035,_home_Analise_digitais_2004_DB4_26_26_5,synthetic fingerprint generation,288x384,500,3,18,38,43,43,56
3036,_home_Analise_digitais_2004_DB3_97_97_3,thermal sweeping sensor Atmel,300x480,512,1,51,53,77,77,69
3037,_home_Analise_digitais_2004_DB4_85_85_4,synthetic fingerprint generation,288x384,500,1,44,47,68,68,60
3038,_home_Analise_digitais_2004_DB3_65_65_4,thermal sweeping sensor Atmel,300x480,512,1,44,35,63,63,46
3039,_home_Analise_digitais_2004_DB4_47_47_8,synthetic fingerprint generation,288x384,500,3,3,18,46,46,57
3040,_home_Analise_digitais_2004_DB2_101_101_2,optical sensor Digital Persona,328x364,500,2,21,22,28,28,25
3041,_home_Analise_digitais_2004_DB3_75_75_7,thermal sweeping sensor Atmel,300x480,512,3,17,91,120,120,174
3042,_home_Analise_digitais_2004_DB1_32_32_8,optical sensor CrossMatch,640x480,500,1,39,59,55,55,94
3043,_home_Analise_digitais_2004_DB1_42_42_6,optical sensor CrossMatch,640x480,500,1,24,15,56,56,34
3044,_home_Analise_digitais_2004_DB2_47_47_7,optical sensor Digital Persona,328x364,500,2,23,24,38,38,28
3045,_home_Analise_digitais_2004_DB1_110_110_6,optical sensor CrossMatch,640x480,500,3,10,32,66,66,79
3046,_home_Analise_digitais_2004_DB2_46_46_4,optical sensor Digital Persona,328x364,500,2,51,32,53,53,50
3047,_home_Analise_digitais_2004_DB3_18_18_3,thermal sweeping sensor Atmel,300x480,512,1,35,61,88,88,114
3048,_home_Analise_digitais_2004_DB2_79_79_3,optical sensor Digital Persona,328x364,500,3,26,33,43,43,33
3049,_home_Analise_digitais_2004_DB2_58_58_1,optical sensor Digital Persona,328x364,500,3,18,29,60,60,67
3050,_home_Analise_digitais_2004_DB1_102_102_8,optical sensor CrossMatch,640x480,500,2,41,39,52,52,70
3051,_home_Analise_digitais_2004_DB1_53_53_5,optical sensor CrossMatch,640x480,500,1,55,36,63,63,37
3052,_home_Analise_digitais_2004_DB2_91_91_3,optical sensor Digital Persona,328x364,500,2,32,37,48,48,50
3053,_home_Analise_digitais_2004_DB4_19_19_1,synthetic fingerprint generation,288x384,500,1,42,44,56,56,48
3054,_home_Analise_digitais_2004_DB1_107_107_8,optical sensor CrossMatch,640x480,500,1,42,52,86,86,96
3055,_home_Analise_digitais_2004_DB1_27_27_2,optical sensor CrossMatch,640x480,500,1,30,34,56,56,40
3056,_home_Analise_digitais_2004_DB2_75_75_3,optical sensor Digital Persona,328x364,500,2,26,34,49,49,45
3057,_home_Analise_digitais_2004_DB3_109_109_6,thermal sweeping sensor Atmel,300x480,512,1,51,74,102,102,108
3058,_home_Analise_digitais_2004_DB4_101_101_7,synthetic fingerprint generation,288x384,500,2,15,31,66,66,92
